airline,source_airport,dest_airport,source_country,dest_country
AB,LCY,ZRH,United Kingdom,Switzerland
AB,LED,TXL,Russia,Germany
AB,LEJ,ACE,Germany,Spain
AB,LEJ,AYT,Germany,Turkey
AB,LEJ,FNC,Germany,Portugal
AB,LEJ,FUE,Germany,Spain
AB,LEJ,HER,Germany,Greece
AB,LEJ,HRG,Germany,Egypt
AB,LEJ,KGS,Germany,Greece
AB,LEJ,PMI,Germany,Spain
AB,LEJ,TFS,Germany,Spain
AB,LGW,SZG,United Kingdom,Austria
AB,LHR,BSL,United Kingdom,France
AB,LHR,FRA,United Kingdom,Germany
AB,LHR,HAJ,United Kingdom,Germany
AB,LHR,HAM,United Kingdom,Germany
AB,LHR,MUC,United Kingdom,Germany
AB,LHR,ORY,United Kingdom,France
AB,LHR,STR,United Kingdom,Germany
AB,LHR,TXL,United Kingdom,Germany
AB,LHR,VIE,United Kingdom,Austria
AB,LHR,ZRH,United Kingdom,Switzerland
AB,LNZ,HER,Austria,Greece
AB,LNZ,PMI,Austria,Spain
AB,LPA,BSL,Spain,France
AB,LPA,CGN,Spain,Germany
AB,LPA,DUS,Spain,Germany
AB,LPA,HAM,Spain,Germany
AB,LPA,MUC,Spain,Germany
AB,LPA,NUE,Spain,Germany
AB,LPA,SZG,Spain,Austria
AB,LPA,TXL,Spain,Germany
AB,LPA,VIE,Spain,Austria
AB,LPA,ZRH,Spain,Switzerland
AB,MAD,DUS,Spain,Germany
AB,MAD,FRA,Spain,Germany
AB,MAD,GVA,Spain,Switzerland
AB,MAD,MUC,Spain,Germany
AB,MAD,TXL,Spain,Germany
AB,MAD,VIE,Spain,Austria
AB,MAD,ZRH,Spain,Switzerland
AB,MAH,CGN,Spain,Germany
AB,MAH,DUS,Spain,Germany
AB,MAH,MUC,Spain,Germany
AB,MAH,TXL,Spain,Germany
AB,MIA,DUS,United States,Germany
AB,MIA,TXL,United States,Germany
AB,MJT,DUS,Greece,Germany
AB,MJT,MUC,Greece,Germany
AB,MLA,VIE,Malta,Austria
AB,MUC,ACE,Germany,Spain
AB,MUC,AGP,Germany,Spain
AB,MUC,ALC,Germany,Spain
AB,MUC,AMM,Germany,Jordan
AB,MUC,AOK,Germany,Greece
AB,MUC,AUH,Germany,United Arab Emirates
AB,MUC,AYT,Germany,Turkey
AB,MUC,BDS,Germany,Italy
AB,MUC,CAG,Germany,Italy
AB,MUC,CFU,Germany,Greece
AB,MUC,CTA,Germany,Italy
AB,MUC,DME,Germany,Russia
AB,MUC,FAO,Germany,Portugal
AB,MUC,FNC,Germany,Portugal
AB,MUC,FUE,Germany,Spain
AB,MUC,HEL,Germany,Finland
AB,MUC,HER,Germany,Greece
AB,MUC,IBZ,Germany,Spain
AB,MUC,KGS,Germany,Greece
AB,MUC,KVA,Germany,Greece
AB,MUC,LHR,Germany,United Kingdom
AB,MUC,LPA,Germany,Spain
AB,MUC,MAD,Germany,Spain
AB,MUC,MAH,Germany,Spain
AB,MUC,MJT,Germany,Greece
AB,MUC,NAP,Germany,Italy
AB,MUC,NBE,Germany,Tunisia
AB,MUC,OLB,Germany,Italy
AB,MUC,PMI,Germany,Spain
AB,MUC,PUJ,Germany,Dominican Republic
AB,MUC,PVK,Germany,Greece
AB,MUC,RHO,Germany,Greece
AB,MUC,RIX,Germany,Latvia
AB,MUC,SAW,Germany,Turkey
AB,MUC,SKG,Germany,Greece
AB,MUC,SMI,Germany,Greece
AB,MUC,TFS,Germany,Spain
AB,MUC,TLV,Germany,Israel
AB,MUC,VIE,Germany,Austria
AB,MUC,ZTH,Germany,Greece
AB,MXP,DUS,Italy,Germany
AB,MXP,TXL,Italy,Germany
AB,MXP,VIE,Italy,Austria
AB,NAP,DUS,Italy,Germany
AB,NAP,MUC,Italy,Germany
AB,NAP,STR,Italy,Germany
AB,NAP,TXL,Italy,Germany
AB,NAP,ZRH,Italy,Switzerland
AB,NBE,CGN,Tunisia,Germany
AB,NBE,DRS,Tunisia,Germany
AB,NBE,DUS,Tunisia,Germany
AB,NBE,MUC,Tunisia,Germany
AB,NBE,NUE,Tunisia,Germany
AB,NBE,TXL,Tunisia,Germany
AB,NCE,DUS,France,Germany
AB,NCE,VIE,France,Austria
AB,NUE,AYT,Germany,Turkey
AB,NUE,DJE,Germany,Tunisia
AB,NUE,FUE,Germany,Spain
AB,NUE,HER,Germany,Greece
AB,NUE,HRG,Germany,Egypt
AB,NUE,IBZ,Germany,Spain
AB,NUE,KGS,Germany,Greece
AB,NUE,LPA,Germany,Spain
AB,NUE,NBE,Germany,Tunisia
AB,NUE,OLB,Germany,Italy
AB,NUE,PMI,Germany,Spain
AB,NUE,RHO,Germany,Greece
AB,NUE,SAW,Germany,Turkey
AB,NUE,SKG,Germany,Greece
AB,NUE,SMI,Germany,Greece
AB,NUE,SPU,Germany,Croatia
AB,NUE,TFS,Germany,Spain
AB,NUE,VIE,Germany,Austria
AB,OLB,CGN,Italy,Germany
AB,OLB,DUS,Italy,Germany
AB,OLB,HAM,Italy,Germany
AB,OLB,MUC,Italy,Germany
AB,OLB,NUE,Italy,Germany
AB,OLB,STR,Italy,Germany
AB,OLB,TXL,Italy,Germany
AB,OLB,VIE,Italy,Austria
AB,OLB,ZRH,Italy,Switzerland
AB,ORD,DUS,United States,Germany
AB,ORD,TXL,United States,Germany
AB,ORY,LHR,France,United Kingdom
AB,ORY,TXL,France,Germany
AB,OSL,TXL,Norway,Germany
AB,OTP,TXL,Romania,Germany
AB,PAD,AYT,Germany,Turkey
AB,PAD,IBZ,Germany,Spain
AB,PAD,PMI,Germany,Spain
AB,PDL,DUS,Portugal,Germany
AB,PEK,NGO,China,Japan
AB,PEK,TXL,China,Germany
AB,PMI,BRE,Spain,Germany
AB,PMI,BSL,Spain,France
AB,PMI,CGN,Spain,Germany
AB,PMI,CPH,Spain,Denmark
AB,PMI,DRS,Spain,Germany
AB,PMI,DTM,Spain,Germany
AB,PMI,DUS,Spain,Germany
AB,PMI,FAO,Spain,Portugal
AB,PMI,FDH,Spain,Germany
AB,PMI,FKB,Spain,Germany
AB,PMI,FMO,Spain,Germany
AB,PMI,FRA,Spain,Germany
AB,PMI,GRZ,Spain,Austria
AB,PMI,HAJ,Spain,Germany
AB,PMI,HAM,Spain,Germany
AB,PMI,INN,Spain,Austria
AB,PMI,LEJ,Spain,Germany
AB,PMI,LNZ,Spain,Austria
AB,PMI,MUC,Spain,Germany
AB,PMI,NUE,Spain,Germany
AB,PMI,PAD,Spain,Germany
AB,PMI,SCN,Spain,Germany
AB,PMI,STR,Spain,Germany
AB,PMI,SZG,Spain,Austria
AB,PMI,TXL,Spain,Germany
AB,PMI,VIE,Spain,Austria
AB,PMI,ZRH,Spain,Switzerland
AB,POP,DUS,Dominican Republic,Germany
AB,PUJ,DUS,Dominican Republic,Germany
AB,PUJ,MUC,Dominican Republic,Germany
AB,PVK,DUS,Greece,Germany
AB,PVK,MUC,Greece,Germany
AB,PVK,VIE,Greece,Austria
AB,RHO,DRS,Greece,Germany
AB,RHO,DUS,Greece,Germany
AB,RHO,MUC,Greece,Germany
AB,RHO,NUE,Greece,Germany
AB,RHO,TXL,Greece,Germany
AB,RHO,VIE,Greece,Austria
AB,RIX,DUS,Latvia,Germany
AB,RIX,FRA,Latvia,Germany
AB,RIX,HAM,Latvia,Germany
AB,RIX,MUC,Latvia,Germany
AB,RIX,TXL,Latvia,Germany
AB,RMF,DUS,Egypt,Germany
AB,RSW,DUS,United States,Germany
AB,SAW,CGN,Turkey,Germany
AB,SAW,DUS,Turkey,Germany
AB,SAW,MUC,Turkey,Germany
AB,SAW,NUE,Turkey,Germany
AB,SAW,STR,Turkey,Germany
AB,SAW,SXF,Turkey,Germany
AB,SCN,PMI,Germany,Spain
AB,SIN,AUH,Singapore,United Arab Emirates
AB,SIN,BNE,Singapore,Australia
AB,SKG,DUS,Greece,Germany
AB,SKG,HAM,Greece,Germany
AB,SKG,MUC,Greece,Germany
AB,SKG,NUE,Greece,Germany
AB,SKG,STR,Greece,Germany
AB,SKG,TXL,Greece,Germany
AB,SKG,VIE,Greece,Austria
AB,SMI,DUS,Greece,Germany
AB,SMI,MUC,Greece,Germany
AB,SMI,NUE,Greece,Germany
AB,SMI,TXL,Greece,Germany
AB,SOF,TXL,Bulgaria,Germany
AB,SPC,DUS,Spain,Germany
AB,SPU,NUE,Croatia,Germany
AB,STN,DUS,United Kingdom,Germany
AB,STR,AGP,Germany,Spain
AB,STR,ALC,Germany,Spain
AB,STR,AYT,Germany,Turkey
AB,STR,BEG,Germany,Serbia
AB,STR,CTA,Germany,Italy
AB,STR,FLR,Germany,Italy
AB,STR,IBZ,Germany,Spain
AB,STR,JER,Germany,Jersey
AB,STR,LHR,Germany,United Kingdom
AB,STR,NAP,Germany,Italy
AB,STR,OLB,Germany,Italy
AB,STR,PMI,Germany,Spain
AB,STR,SAW,Germany,Turkey
AB,STR,SKG,Germany,Greece
AB,STR,VCE,Germany,Italy
AB,SUF,ZRH,Italy,Switzerland
AB,SXF,SAW,Germany,Turkey
AB,SZG,ACE,Austria,Spain
AB,SZG,CLY,Austria,France
AB,SZG,DUS,Austria,Germany
AB,SZG,HAM,Austria,Germany
AB,SZG,HER,Austria,Greece
AB,SZG,LGW,Austria,United Kingdom
AB,SZG,LPA,Austria,Spain
AB,SZG,PMI,Austria,Spain
AB,SZG,TFS,Austria,Spain
AB,SZG,TXL,Austria,Germany
AB,TFS,BSL,Spain,France
AB,TFS,CGN,Spain,Germany
AB,TFS,DRS,Spain,Germany
AB,TFS,DUS,Spain,Germany
AB,TFS,GRZ,Spain,Austria
AB,TFS,HAM,Spain,Germany
AB,TFS,LEJ,Spain,Germany
AB,TFS,MUC,Spain,Germany
AB,TFS,NUE,Spain,Germany
AB,TFS,SZG,Spain,Austria
AB,TFS,TXL,Spain,Germany
AB,TFS,VIE,Spain,Austria
AB,TFS,ZRH,Spain,Switzerland
AB,TLV,DUS,Israel,Germany
AB,TLV,MUC,Israel,Germany
AB,TLV,TXL,Israel,Germany
AB,TXL,ACE,Germany,Spain
AB,TXL,AGP,Germany,Spain
AB,TXL,ALC,Germany,Spain
AB,TXL,AMM,Germany,Jordan
AB,TXL,ARN,Germany,Sweden
AB,TXL,AUH,Germany,United Arab Emirates
AB,TXL,AYT,Germany,Turkey
AB,TXL,BCN,Germany,Spain
AB,TXL,BEG,Germany,Serbia
AB,TXL,BRI,Germany,Italy
AB,TXL,BUD,Germany,Hungary
AB,TXL,CFU,Germany,Greece
AB,TXL,CPH,Germany,Denmark
AB,TXL,CTA,Germany,Italy
AB,TXL,DME,Germany,Russia
AB,TXL,FAO,Germany,Portugal
AB,TXL,FCO,Germany,Italy
AB,TXL,FNC,Germany,Portugal
AB,TXL,FUE,Germany,Spain
AB,TXL,GDN,Germany,Poland
AB,TXL,GOT,Germany,Sweden
AB,TXL,GRZ,Germany,Austria
AB,TXL,HEL,Germany,Finland
AB,TXL,HER,Germany,Greece
AB,TXL,HRG,Germany,Egypt
AB,TXL,IBZ,Germany,Spain
AB,TXL,JFK,Germany,United States
AB,TXL,KGD,Germany,Russia
AB,TXL,KGS,Germany,Greece
AB,TXL,KRK,Germany,Poland
AB,TXL,LED,Germany,Russia
AB,TXL,LHR,Germany,United Kingdom
AB,TXL,LPA,Germany,Spain
AB,TXL,MAD,Germany,Spain
AB,TXL,MAH,Germany,Spain
AB,TXL,MIA,Germany,United States
AB,TXL,MXP,Germany,Italy
AB,TXL,NAP,Germany,Italy
AB,TXL,NBE,Germany,Tunisia
AB,TXL,OLB,Germany,Italy
AB,TXL,ORD,Germany,United States
AB,TXL,ORY,Germany,France
AB,TXL,OSL,Germany,Norway
AB,TXL,OTP,Germany,Romania
AB,TXL,PEK,Germany,China
AB,TXL,PMI,Germany,Spain
AB,TXL,RHO,Germany,Greece
AB,TXL,RIX,Germany,Latvia
AB,TXL,SKG,Germany,Greece
AB,TXL,SMI,Germany,Greece
AB,TXL,SOF,Germany,Bulgaria
AB,TXL,SZG,Germany,Austria
AB,TXL,TFS,Germany,Spain
AB,TXL,TLV,Germany,Israel
AB,TXL,VCE,Germany,Italy
AB,TXL,VIE,Germany,Austria
AB,TXL,WAW,Germany,Poland
AB,TXL,ZRH,Germany,Switzerland
AB,VCE,DUS,Italy,Germany
AB,VCE,STR,Italy,Germany
AB,VCE,TXL,Italy,Germany
AB,VIE,ACE,Austria,Spain
AB,VIE,AGP,Austria,Spain
AB,VIE,AMM,Austria,Jordan
AB,VIE,ARN,Austria,Sweden
AB,VIE,BCN,Austria,Spain
AB,VIE,CDG,Austria,France
AB,VIE,CFU,Austria,Greece
AB,VIE,CHQ,Austria,Greece
AB,VIE,CPH,Austria,Denmark
AB,VIE,DUS,Austria,Germany
AB,VIE,FCO,Austria,Italy
AB,VIE,FLR,Austria,Italy
AB,VIE,FNC,Austria,Portugal
AB,VIE,FRA,Austria,Germany
AB,VIE,HAJ,Austria,Germany
AB,VIE,HAM,Austria,Germany
AB,VIE,HEL,Austria,Finland
AB,VIE,HER,Austria,Greece
AB,VIE,JMK,Austria,Greece
AB,VIE,JTR,Austria,Greece
AB,VIE,KLX,Austria,Greece
AB,VIE,LCA,Austria,Cyprus
AB,VIE,LHR,Austria,United Kingdom
AB,VIE,LPA,Austria,Spain
AB,VIE,MAD,Austria,Spain
AB,VIE,MLA,Austria,Malta
AB,VIE,MUC,Austria,Germany
AB,VIE,MXP,Austria,Italy
AB,VIE,NCE,Austria,France
AB,VIE,NUE,Austria,Germany
AB,VIE,OLB,Austria,Italy
AB,VIE,PMI,Austria,Spain
AB,VIE,PVK,Austria,Greece
AB,VIE,RHO,Austria,Greece
AB,VIE,SKG,Austria,Greece
AB,VIE,TFS,Austria,Spain
AB,VIE,TXL,Austria,Germany
AB,VIE,VLC,Austria,Spain
AB,VIE,VOL,Austria,Greece
AB,VIE,ZRH,Austria,Switzerland
AB,VIE,ZTH,Austria,Greece
AB,VLC,VIE,Spain,Austria
AB,VOL,VIE,Greece,Austria
AB,VRA,DUS,Cuba,Germany
AB,WAW,TXL,Poland,Germany
AB,ZRH,ACE,Switzerland,Spain
AB,ZRH,ALC,Switzerland,Spain
AB,ZRH,BDS,Switzerland,Italy
AB,ZRH,CTA,Switzerland,Italy
AB,ZRH,DUS,Switzerland,Germany
AB,ZRH,FNC,Switzerland,Portugal
AB,ZRH,FUE,Switzerland,Spain
AB,ZRH,GWT,Switzerland,Germany
AB,ZRH,HEL,Switzerland,Finland
AB,ZRH,HER,Switzerland,Greece
AB,ZRH,IBZ,Switzerland,Spain
AB,ZRH,LCY,Switzerland,United Kingdom
AB,ZRH,LHR,Switzerland,United Kingdom
AB,ZRH,LPA,Switzerland,Spain
AB,ZRH,MAD,Switzerland,Spain
AB,ZRH,NAP,Switzerland,Italy
AB,ZRH,OLB,Switzerland,Italy
AB,ZRH,PMI,Switzerland,Spain
AB,ZRH,SUF,Switzerland,Italy
AB,ZRH,TFS,Switzerland,Spain
AB,ZRH,TXL,Switzerland,Germany
AB,ZRH,VIE,Switzerland,Austria
AB,ZTH,DUS,Greece,Germany
AB,ZTH,MUC,Greece,Germany
AB,ZTH,VIE,Greece,Austria
AC,ABJ,OUA,Cote d'Ivoire,Burkina Faso
AC,ADD,JED,Ethiopia,Saudi Arabia
AC,AMS,CPH,Netherlands,Denmark
AC,ANU,YYZ,Antigua and Barbuda,Canada
AC,ATL,YYZ,United States,Canada
AC,AUA,YYZ,Aruba,Canada
AC,AUH,YYZ,United Arab Emirates,Canada
AC,AZS,YUL,Dominican Republic,Canada
AC,AZS,YYZ,Dominican Republic,Canada
AC,BAH,DOH,Bahrain,Qatar
AC,BCN,YYZ,Spain,Canada
AC,BDA,YYZ,Bermuda,Canada
AC,BDL,YUL,United States,Canada
AC,BDL,YYZ,United States,Canada
AC,BGI,YYZ,Barbados,Canada
AC,BJM,NBO,Burundi,Kenya
AC,BKK,ICN,Thailand,South Korea
AC,BKK,NRT,Thailand,Japan
AC,BNA,YYZ,United States,Canada
AC,BOG,YYZ,Colombia,Canada
AC,BOS,YHZ,United States,Canada
AC,BOS,YOW,United States,Canada
AC,BOS,YUL,United States,Canada
AC,BOS,YYZ,United States,Canada
AC,BRU,BJM,Belgium,Burundi
AC,BRU,COO,Belgium,Benin
AC,BRU,DKR,Belgium,Senegal
AC,BRU,DLA,Belgium,Cameroon
AC,BRU,KGL,Belgium,Rwanda
AC,BRU,LAD,Belgium,Angola
AC,BRU,OUA,Belgium,Burkina Faso
AC,BRU,YUL,Belgium,Canada
AC,BRU,YYZ,Belgium,Canada
AC,BWI,YYZ,United States,Canada
AC,CCC,YYZ,Cuba,Canada
AC,CDG,YUL,France,Canada
AC,CDG,YYZ,France,Canada
AC,CKY,DKR,Guinea,Senegal
AC,CLE,YYZ,United States,Canada
AC,CLT,YYZ,United States,Canada
AC,CMH,YYZ,United States,Canada
AC,COO,ABJ,Benin,Cote d'Ivoire
AC,CPH,AMS,Denmark,Netherlands
AC,CPH,OSL,Denmark,Norway
AC,CPH,VNO,Denmark,Lithuania
AC,CPH,WAW,Denmark,Poland
AC,CPH,YYZ,Denmark,Canada
AC,CUN,YUL,Mexico,Canada
AC,CUN,YYC,Mexico,Canada
AC,CUN,YYZ,Mexico,Canada
AC,CVG,YYZ,United States,Canada
AC,CZM,YUL,Mexico,Canada
AC,DCA,YOW,United States,Canada
AC,DCA,YUL,United States,Canada
AC,DCA,YYZ,United States,Canada
AC,DEL,BRU,India,Belgium
AC,DEN,YEG,United States,Canada
AC,DEN,YMM,United States,Canada
AC,DEN,YQR,United States,Canada
AC,DEN,YUL,United States,Canada
AC,DEN,YVR,United States,Canada
AC,DEN,YWG,United States,Canada
AC,DEN,YXE,United States,Canada
AC,DEN,YYC,United States,Canada
AC,DEN,YYZ,United States,Canada
AC,DFW,YYZ,United States,Canada
AC,DKR,BRU,Senegal,Belgium
AC,DKR,CKY,Senegal,Guinea
AC,DLA,BRU,Cameroon,Belgium
AC,DLA,FIH,Cameroon,Congo (Kinshasa)
AC,DOH,BAH,Qatar,Bahrain
AC,DOH,FRA,Qatar,Germany
AC,DTW,YYZ,United States,Canada
AC,DUB,YYZ,Ireland,Canada
AC,EBB,BRU,Uganda,Belgium
AC,EWR,YEG,United States,Canada
AC,EWR,YUL,United States,Canada
AC,EWR,YVR,United States,Canada
AC,EWR,YYC,United States,Canada
AC,EWR,YYZ,United States,Canada
AC,EZE,SCL,Argentina,Chile
AC,FCO,YYZ,Italy,Canada
AC,FDF,YUL,Martinique,Canada
AC,FIH,BRU,Congo (Kinshasa),Belgium
AC,FIH,DLA,Congo (Kinshasa),Cameroon
AC,FLL,YUL,United States,Canada
AC,FLL,YYZ,United States,Canada
AC,FRA,DOH,Germany,Qatar
AC,FRA,JED,Germany,Saudi Arabia
AC,FRA,LCA,Germany,Cyprus
AC,FRA,NAP,Germany,Italy
AC,FRA,VLC,Germany,Spain
AC,FRA,VNO,Germany,Lithuania
AC,FRA,YOW,Germany,Canada
AC,FRA,YUL,Germany,Canada
AC,FRA,YVR,Germany,Canada
AC,FRA,YYC,Germany,Canada
AC,FRA,YYZ,Germany,Canada
AC,GCM,YYZ,Cayman Islands,Canada
AC,GDN,CPH,Poland,Denmark
AC,GGT,YYZ,Bahamas,Canada
AC,GND,YYZ,Grenada,Canada
AC,GRU,YYZ,Brazil,Canada
AC,GVA,YUL,Switzerland,Canada
AC,HAV,YYZ,Cuba,Canada
AC,HKG,YVR,Hong Kong,Canada
AC,HKG,YYZ,Hong Kong,Canada
AC,HND,YVR,Japan,Canada
AC,HNL,YVR,United States,Canada
AC,HOG,YUL,Cuba,Canada
AC,HOG,YYZ,Cuba,Canada
AC,IAD,YOW,United States,Canada
AC,IAD,YUL,United States,Canada
AC,IAD,YYZ,United States,Canada
AC,IAH,YEG,United States,Canada
AC,IAH,YUL,United States,Canada
AC,IAH,YYC,United States,Canada
AC,IAH,YYZ,United States,Canada
AC,ICN,BKK,South Korea,Thailand
AC,ICN,YVR,South Korea,Canada
AC,IND,YYZ,United States,Canada
AC,IST,YYZ,Turkey,Canada
AC,JED,ADD,Saudi Arabia,Ethiopia
AC,JED,FRA,Saudi Arabia,Germany
AC,JED,IST,Saudi Arabia,Turkey
AC,JFK,YYZ,United States,Canada
AC,KGL,EBB,Rwanda,Uganda
AC,KGL,NBO,Rwanda,Kenya
AC,KIN,YYZ,Jamaica,Canada
AC,LAD,FIH,Angola,Congo (Kinshasa)
AC,LAS,YUL,United States,Canada
AC,LAS,YVR,United States,Canada
AC,LAS,YYC,United States,Canada
AC,LAS,YYZ,United States,Canada
AC,LAX,YLW,United States,Canada
AC,LAX,YUL,United States,Canada
AC,LAX,YVR,United States,Canada
AC,LAX,YYC,United States,Canada
AC,LAX,YYZ,United States,Canada
AC,LCA,FRA,Cyprus,Germany
AC,LGA,YOW,United States,Canada
AC,LGA,YUL,United States,Canada
AC,LGA,YYZ,United States,Canada
AC,LHR,YEG,United Kingdom,Canada
AC,LHR,YHZ,United Kingdom,Canada
AC,LHR,YOW,United Kingdom,Canada
AC,LHR,YUL,United Kingdom,Canada
AC,LHR,YVR,United Kingdom,Canada
AC,LHR,YYC,United Kingdom,Canada
AC,LHR,YYT,United Kingdom,Canada
AC,LHR,YYZ,United Kingdom,Canada
AC,LIM,YYZ,Peru,Canada
AC,LIR,YYZ,Costa Rica,Canada
AC,MBJ,YHZ,Jamaica,Canada
AC,MBJ,YUL,Jamaica,Canada
AC,MBJ,YYZ,Jamaica,Canada
AC,MCI,YYZ,United States,Canada
AC,MCO,YUL,United States,Canada
AC,MCO,YYZ,United States,Canada
AC,MDT,YYZ,United States,Canada
AC,MEX,YVR,Mexico,Canada
AC,MEX,YYZ,Mexico,Canada
AC,MIA,GUA,United States,Guatemala
AC,MIA,YYZ,United States,Canada
AC,MKE,YYZ,United States,Canada
AC,MSP,YYZ,United States,Canada
AC,MSY,YYZ,United States,Canada
AC,MUC,SOF,Germany,Bulgaria
AC,MUC,YUL,Germany,Canada
AC,MUC,YVR,Germany,Canada
AC,MUC,YYZ,Germany,Canada
AC,NAP,FRA,Italy,Germany
AC,NAS,YYZ,Bahamas,Canada
AC,NBO,BRU,Kenya,Belgium
AC,NRT,BKK,Japan,Thailand
AC,NRT,YVR,Japan,Canada
AC,NRT,YYC,Japan,Canada
AC,NRT,YYZ,Japan,Canada
AC,OGG,YVR,United States,Canada
AC,ORD,YEG,United States,Canada
AC,ORD,YHZ,United States,Canada
AC,ORD,YOW,United States,Canada
AC,ORD,YQB,United States,Canada
AC,ORD,YQR,United States,Canada
AC,ORD,YUL,United States,Canada
AC,ORD,YVR,United States,Canada
AC,ORD,YWG,United States,Canada
AC,ORD,YXU,United States,Canada
AC,ORD,YYC,United States,Canada
AC,ORD,YYZ,United States,Canada
AC,OUA,ABJ,Burkina Faso,Cote d'Ivoire
AC,OUA,BRU,Burkina Faso,Belgium
AC,PAP,YUL,Haiti,Canada
AC,PDX,YVR,United States,Canada
AC,PDX,YYC,United States,Canada
AC,PEK,YVR,China,Canada
AC,PEK,YYZ,China,Canada
AC,PHL,YYZ,United States,Canada
AC,PHX,YYZ,United States,Canada
AC,PIT,YYZ,United States,Canada
AC,PLS,YUL,Turks and Caicos Islands,Canada
AC,PLS,YYZ,Turks and Caicos Islands,Canada
AC,POP,YHZ,Dominican Republic,Canada
AC,POP,YYZ,Dominican Republic,Canada
AC,PTP,YUL,Guadeloupe,Canada
AC,PUJ,YUL,Dominican Republic,Canada
AC,PUJ,YYZ,Dominican Republic,Canada
AC,PVG,YVR,China,Canada
AC,PVG,YYZ,China,Canada
AC,PVR,YVR,Mexico,Canada
AC,PVR,YYC,Mexico,Canada
AC,RDU,YYZ,United States,Canada
AC,ROC,YYZ,United States,Canada
AC,RSW,YYZ,United States,Canada
AC,SAN,YYZ,United States,Canada
AC,SCL,EZE,Chile,Argentina
AC,SCL,YYZ,Chile,Canada
AC,SEA,YVR,United States,Canada
AC,SEA,YYZ,United States,Canada
AC,SFO,YEG,United States,Canada
AC,SFO,YUL,United States,Canada
AC,SFO,YVR,United States,Canada
AC,SFO,YYC,United States,Canada
AC,SFO,YYJ,United States,Canada
AC,SFO,YYZ,United States,Canada
AC,SJD,YYC,Mexico,Canada
AC,SJO,YYZ,Costa Rica,Canada
AC,SNU,YHZ,Cuba,Canada
AC,SNU,YUL,Cuba,Canada
AC,SNU,YYZ,Cuba,Canada
AC,STL,YYZ,United States,Canada
AC,SYD,YVR,Australia,Canada
AC,SYR,YYZ,United States,Canada
AC,TLV,YUL,Israel,Canada
AC,TLV,YYZ,Israel,Canada
AC,TPA,YYZ,United States,Canada
AC,TRD,CPH,Norway,Denmark
AC,UVF,YYZ,Saint Lucia,Canada
AC,VIE,YYZ,Austria,Canada
AC,VLC,FRA,Spain,Germany
AC,VNO,CPH,Lithuania,Denmark
AC,VNO,FRA,Lithuania,Germany
AC,VRA,YUL,Cuba,Canada
AC,VRA,YYC,Cuba,Canada
AC,VRA,YYZ,Cuba,Canada
AC,WAW,CPH,Poland,Denmark
AC,WAW,YYZ,Poland,Canada
AC,YEG,DEN,Canada,United States
AC,YEG,EWR,Canada,United States
AC,YEG,IAH,Canada,United States
AC,YEG,LHR,Canada,United Kingdom
AC,YEG,ORD,Canada,United States
AC,YEG,SFO,Canada,United States
AC,YHZ,BOS,Canada,United States
AC,YHZ,LHR,Canada,United Kingdom
AC,YHZ,ORD,Canada,United States
AC,YLW,LAX,Canada,United States
AC,YMM,DEN,Canada,United States
AC,YOW,BOS,Canada,United States
AC,YOW,DCA,Canada,United States
AC,YOW,FRA,Canada,Germany
AC,YOW,IAD,Canada,United States
AC,YOW,LGA,Canada,United States
AC,YOW,LHR,Canada,United Kingdom
AC,YOW,ORD,Canada,United States
AC,YQB,ORD,Canada,United States
AC,YQR,DEN,Canada,United States
AC,YQR,ORD,Canada,United States
AC,YUL,AZS,Canada,Dominican Republic
AC,YUL,BDL,Canada,United States
AC,YUL,BOS,Canada,United States
AC,YUL,BRU,Canada,Belgium
AC,YUL,CCC,Canada,Cuba
AC,YUL,CDG,Canada,France
AC,YUL,CUN,Canada,Mexico
AC,YUL,CZM,Canada,Mexico
AC,YUL,DCA,Canada,United States
AC,YUL,DEN,Canada,United States
AC,YUL,EWR,Canada,United States
AC,YUL,FDF,Canada,Martinique
AC,YUL,FLL,Canada,United States
AC,YUL,FRA,Canada,Germany
AC,YUL,GVA,Canada,Switzerland
AC,YUL,HOG,Canada,Cuba
AC,YUL,IAD,Canada,United States
AC,YUL,IAH,Canada,United States
AC,YUL,LAS,Canada,United States
AC,YUL,LAX,Canada,United States
AC,YUL,LGA,Canada,United States
AC,YUL,LHR,Canada,United Kingdom
AC,YUL,MBJ,Canada,Jamaica
AC,YUL,MCO,Canada,United States
AC,YUL,MUC,Canada,Germany
AC,YUL,ORD,Canada,United States
AC,YUL,PAP,Canada,Haiti
AC,YUL,PTP,Canada,Guadeloupe
AC,YUL,PUJ,Canada,Dominican Republic
AC,YUL,SFO,Canada,United States
AC,YUL,SNU,Canada,Cuba
AC,YUL,VRA,Canada,Cuba
AC,YUL,ZRH,Canada,Switzerland
AC,YUL,ZSA,Canada,Bahamas
AC,YVR,AKL,Canada,New Zealand
AC,YVR,DEN,Canada,United States
AC,YVR,EWR,Canada,United States
AC,YVR,FRA,Canada,Germany
AC,YVR,HKG,Canada,Hong Kong
AC,YVR,HND,Canada,Japan
AC,YVR,HNL,Canada,United States
AC,YVR,ICN,Canada,South Korea
AC,YVR,LAS,Canada,United States
AC,YVR,LAX,Canada,United States
AC,YVR,LHR,Canada,United Kingdom
AC,YVR,MEX,Canada,Mexico
AC,YVR,MUC,Canada,Germany
AC,YVR,NRT,Canada,Japan
AC,YVR,OGG,Canada,United States
